"Date","Price","Open","High","Low","Vol.","Change %"
"15/08/2023","1.5489","1.5417","1.5502","1.5332","","0.49%"
"14/08/2023","1.5413","1.5380","1.5496","1.5363","","0.18%"
"11/08/2023","1.5385","1.5342","1.5419","1.5303","","0.28%"
"10/08/2023","1.5342","1.5319","1.5353","1.5113","","0.17%"
"09/08/2023","1.5316","1.5280","1.5339","1.5215","","0.24%"
"08/08/2023","1.5279","1.5216","1.5396","1.5202","","0.45%"
"07/08/2023","1.5211","1.5222","1.5257","1.5164","","-0.03%"
"04/08/2023","1.5216","1.5254","1.5286","1.5128","","-0.28%"
"03/08/2023","1.5258","1.5296","1.5354","1.5221","","-0.22%"
"02/08/2023","1.5291","1.5120","1.5322","1.5080","","1.16%"
"01/08/2023","1.5115","1.4879","1.5149","1.4870","","1.57%"
"31/07/2023","1.4881","1.5018","1.5050","1.4836","","-1.02%"
"28/07/2023","1.5035","1.4910","1.5103","1.4892","","0.91%"
"27/07/2023","1.4899","1.4793","1.4930","1.4657","","0.72%"
"26/07/2023","1.4793","1.4734","1.4863","1.4718","","0.52%"
"25/07/2023","1.4717","1.4844","1.4871","1.4717","","-0.80%"
"24/07/2023","1.4835","1.4853","1.4895","1.4798","","-0.17%"
"21/07/2023","1.4861","1.4749","1.4878","1.4730","","0.76%"
"20/07/2023","1.4749","1.4764","1.4783","1.4603","","-0.06%"
"19/07/2023","1.4758","1.4676","1.4815","1.4659","","0.59%"
"18/07/2023","1.4671","1.4670","1.4731","1.4623","","0.01%"
"17/07/2023","1.4669","1.4617","1.4734","1.4589","","0.35%"
"14/07/2023","1.4618","1.4520","1.4640","1.4501","","0.73%"
"13/07/2023","1.4512","1.4736","1.4743","1.4501","","-1.47%"
"12/07/2023","1.4728","1.4956","1.4969","1.4712","","-1.50%"
"11/07/2023","1.4952","1.4988","1.5038","1.4934","","-0.18%"
"10/07/2023","1.4979","1.4962","1.5100","1.4931","","0.23%"
"07/07/2023","1.4945","1.5103","1.5113","1.4920","","-0.96%"
"06/07/2023","1.5090","1.5027","1.5155","1.4950","","0.45%"
"05/07/2023","1.5022","1.4950","1.5032","1.4926","","0.54%"
"04/07/2023","1.4941","1.4993","1.5059","1.4911","","-0.31%"
"03/07/2023","1.4988","1.5000","1.5069","1.4940","","-0.06%"
"30/06/2023","1.4997","1.5115","1.5145","1.4986","","-0.73%"
"29/06/2023","1.5108","1.5151","1.5164","1.5057","","-0.29%"
"28/06/2023","1.5152","1.4959","1.5160","1.4946","","1.30%"
"27/06/2023","1.4957","1.4981","1.4994","1.4877","","-0.21%"
"26/06/2023","1.4988","1.4978","1.5002","1.4936","","0.11%"
"23/06/2023","1.4972","1.4800","1.5010","1.4774","","1.18%"
"22/06/2023","1.4797","1.4717","1.4828","1.4690","","0.58%"
"21/06/2023","1.4712","1.4745","1.4836","1.4694","","-0.18%"
"20/06/2023","1.4738","1.4598","1.4810","1.4586","","0.97%"
"19/06/2023","1.4596","1.4533","1.4634","1.4514","","0.33%"
"16/06/2023","1.4548","1.4523","1.4589","1.4492","","0.19%"
"15/06/2023","1.4520","1.4716","1.4779","1.4507","","-1.29%"
"14/06/2023","1.4710","1.4777","1.4802","1.4627","","-0.43%"
"13/06/2023","1.4773","1.4819","1.4842","1.4688","","-0.27%"
"12/06/2023","1.4813","1.4828","1.4859","1.4760","","-0.15%"
"09/06/2023","1.4835","1.4890","1.4943","1.4811","","-0.36%"
"08/06/2023","1.4888","1.5030","1.5036","1.4882","","-0.94%"
"07/06/2023","1.5029","1.4986","1.5059","1.4884","","0.27%"
"06/06/2023","1.4988","1.5111","1.5131","1.4957","","-0.78%"
"05/06/2023","1.5106","1.5128","1.5202","1.5063","","-0.11%"
"02/06/2023","1.5122","1.5221","1.5230","1.5063","","-0.60%"
"01/06/2023","1.5214","1.5378","1.5423","1.5192","","-1.01%"
"31/05/2023","1.5370","1.5349","1.5486","1.5293","","0.18%"
"30/05/2023","1.5342","1.5291","1.5379","1.5244","","0.32%"
"29/05/2023","1.5293","1.5301","1.5343","1.5256","","-0.32%"
"26/05/2023","1.5342","1.5368","1.5408","1.5278","","-0.18%"
"25/05/2023","1.5370","1.5291","1.5391","1.5270","","0.60%"
"24/05/2023","1.5279","1.5126","1.5317","1.5114","","1.01%"
"23/05/2023","1.5126","1.5030","1.5137","1.5009","","0.67%"
"22/05/2023","1.5026","1.5030","1.5091","1.4995","","-0.05%"
"19/05/2023","1.5033","1.5101","1.5118","1.4978","","-0.50%"
"18/05/2023","1.5108","1.5017","1.5141","1.4994","","0.63%"
"17/05/2023","1.5013","1.5027","1.5086","1.4983","","-0.06%"
"16/05/2023","1.5022","1.4925","1.5036","1.4901","","0.69%"
"15/05/2023","1.4919","1.5048","1.5064","1.4903","","-0.82%"
"12/05/2023","1.5042","1.4921","1.5068","1.4909","","0.82%"
"11/05/2023","1.4919","1.4754","1.4951","1.4713","","1.15%"
"10/05/2023","1.4749","1.4790","1.4829","1.4664","","-0.27%"
"09/05/2023","1.4789","1.4743","1.4823","1.4732","","0.33%"
"08/05/2023","1.4741","1.4818","1.4839","1.4695","","-0.45%"
"05/05/2023","1.4808","1.4937","1.4947","1.4797","","-0.88%"
"04/05/2023","1.4939","1.4995","1.5061","1.4909","","-0.34%"
"03/05/2023","1.4990","1.5007","1.5041","1.4917","","-0.08%"
"02/05/2023","1.5002","1.5074","1.5107","1.4884","","-0.52%"
"01/05/2023","1.5081","1.5130","1.5144","1.4994","","-0.18%"
"28/04/2023","1.5108","1.5086","1.5215","1.5053","","0.20%"
"27/04/2023","1.5078","1.5154","1.5164","1.5069","","-0.49%"
"26/04/2023","1.5152","1.5088","1.5174","1.5059","","0.41%"
"25/04/2023","1.5090","1.4937","1.5120","1.4910","","1.07%"
"24/04/2023","1.4930","1.4930","1.5005","1.4913","","-0.09%"
"21/04/2023","1.4943","1.4835","1.4977","1.4819","","0.75%"
"20/04/2023","1.4832","1.4892","1.4935","1.4766","","-0.42%"
"19/04/2023","1.4894","1.4870","1.4949","1.4831","","0.15%"
"18/04/2023","1.4872","1.4928","1.4934","1.4817","","-0.34%"
"17/04/2023","1.4923","1.4912","1.4969","1.4880","","0.13%"
"14/04/2023","1.4903","1.4748","1.4938","1.4691","","1.09%"
"13/04/2023","1.4743","1.4950","1.4960","1.4711","","-1.37%"
"12/04/2023","1.4948","1.5033","1.5042","1.4871","","-0.52%"
"11/04/2023","1.5026","1.5057","1.5074","1.4968","","-0.21%"
"10/04/2023","1.5058","1.5024","1.5110","1.4967","","0.43%"
"07/04/2023","1.4993","1.4988","1.5059","1.4942","","0.05%"
"06/04/2023","1.4986","1.4883","1.5032","1.4868","","0.73%"
"05/04/2023","1.4877","1.4809","1.4978","1.4748","","0.48%"
"04/04/2023","1.4806","1.4736","1.4881","1.4718","","0.49%"
"03/04/2023","1.4734","1.4947","1.5036","1.4727","","-1.47%"
"31/03/2023","1.4954","1.4897","1.4994","1.4839","","0.39%"
"30/03/2023","1.4896","1.4968","1.5014","1.4882","","-0.42%"
"29/03/2023","1.4959","1.4903","1.5014","1.4894","","0.38%"
"28/03/2023","1.4903","1.5035","1.5050","1.4899","","-0.88%"
"27/03/2023","1.5035","1.5039","1.5077","1.5000","","-0.06%"
"24/03/2023","1.5044","1.4959","1.5096","1.4936","","0.57%"
"23/03/2023","1.4959","1.4962","1.4993","1.4800","","0.00%"
"22/03/2023","1.4959","1.4995","1.5014","1.4793","","-0.24%"
"21/03/2023","1.4995","1.4883","1.5039","1.4867","","0.77%"
"20/03/2023","1.4881","1.4905","1.5002","1.4833","","-0.34%"
"17/03/2023","1.4932","1.5029","1.5040","1.4869","","-0.57%"
"16/03/2023","1.5017","1.5113","1.5135","1.4996","","-0.64%"
"15/03/2023","1.5113","1.4964","1.5176","1.4897","","1.00%"
"14/03/2023","1.4963","1.5004","1.5080","1.4931","","-0.23%"
"13/03/2023","1.4997","1.5181","1.5196","1.4886","","-1.34%"
"10/03/2023","1.5200","1.5175","1.5236","1.5057","","0.18%"
"09/03/2023","1.5172","1.5181","1.5210","1.5067","","-0.03%"
"08/03/2023","1.5177","1.5191","1.5227","1.5083","","-0.07%"
"07/03/2023","1.5188","1.4861","1.5198","1.4817","","2.20%"
"06/03/2023","1.4861","1.4781","1.4891","1.4765","","0.61%"
"03/03/2023","1.4771","1.4855","1.4874","1.4759","","-0.58%"
"02/03/2023","1.4857","1.4789","1.4912","1.4777","","0.46%"
"01/03/2023","1.4789","1.4861","1.4938","1.4739","","-0.47%"
"28/02/2023","1.4859","1.4848","1.4918","1.4795","","0.09%"
"27/02/2023","1.4846","1.4842","1.4931","1.4821","","-0.13%"
"24/02/2023","1.4865","1.4688","1.4886","1.4651","","1.22%"
"23/02/2023","1.4686","1.4697","1.4748","1.4615","","-0.06%"
"22/02/2023","1.4695","1.4592","1.4719","1.4566","","0.73%"
"21/02/2023","1.4588","1.4476","1.4605","1.4450","","0.79%"
"20/02/2023","1.4474","1.4567","1.4581","1.4448","","-0.41%"
"17/02/2023","1.4533","1.4531","1.4683","1.4524","","0.00%"
"16/02/2023","1.4533","1.4489","1.4621","1.4415","","0.34%"
"15/02/2023","1.4484","1.4312","1.4568","1.4305","","1.20%"
"14/02/2023","1.4312","1.4356","1.4449","1.4225","","-0.29%"
"13/02/2023","1.4353","1.4438","1.4515","1.4336","","-0.69%"
"10/02/2023","1.4453","1.4422","1.4475","1.4365","","0.26%"
"09/02/2023","1.4415","1.4438","1.4450","1.4260","","-0.17%"
"08/02/2023","1.4440","1.4370","1.4454","1.4292","","0.50%"
"07/02/2023","1.4368","1.4527","1.4532","1.4309","","-1.11%"
"06/02/2023","1.4529","1.4434","1.4588","1.4389","","0.62%"
"03/02/2023","1.4440","1.4132","1.4454","1.4116","","2.21%"
"02/02/2023","1.4128","1.4013","1.4147","1.3969","","0.84%"
"01/02/2023","1.4010","1.4170","1.4214","1.3995","","-1.13%"
"31/01/2023","1.4170","1.4167","1.4320","1.4151","","0.06%"
"30/01/2023","1.4162","1.4084","1.4182","1.4042","","0.62%"
"27/01/2023","1.4075","1.4059","1.4121","1.4024","","0.16%"
"26/01/2023","1.4053","1.4077","1.4127","1.3999","","-0.14%"
"25/01/2023","1.4073","1.4188","1.4222","1.4038","79.59K","-0.81%"
"24/01/2023","1.4188","1.4228","1.4300","1.4166","78.09K","-0.27%"
"23/01/2023","1.4227","1.4364","1.4381","1.4204","83.99K","-0.86%"
"20/01/2023","1.4351","1.4471","1.4481","1.4338","104.27K","-0.82%"
"19/01/2023","1.4470","1.4402","1.4555","1.4389","133.08K","0.47%"
"18/01/2023","1.4403","1.4308","1.4420","1.4155","143.83K","0.66%"
"17/01/2023","1.4308","1.4378","1.4431","1.4289","136.21K","-0.49%"
"16/01/2023","1.4378","1.4333","1.4409","1.4244","95.43K","0.33%"
"13/01/2023","1.4331","1.4341","1.4462","1.4295","129.30K","-0.13%"
"12/01/2023","1.4349","1.4491","1.4539","1.4314","116.87K","-0.95%"
"11/01/2023","1.4486","1.4518","1.4551","1.4436","118.41K","-0.21%"
"10/01/2023","1.4516","1.4457","1.4579","1.4431","129.19K","0.35%"
"09/01/2023","1.4465","1.4543","1.4559","1.4387","129.47K","-0.52%"
"06/01/2023","1.4541","1.4808","1.4878","1.4518","137.30K","-1.79%"
"05/01/2023","1.4806","1.4635","1.4849","1.4606","115.13K","1.26%"
"04/01/2023","1.4622","1.4850","1.4889","1.4519","135.65K","-1.61%"
"03/01/2023","1.4861","1.4701","1.4954","1.4630","137.24K","1.12%"
"02/01/2023","1.4697","1.4676","1.4722","1.4649","16.69K","0.16%"
"30/12/2022","1.4674","1.4764","1.4806","1.4657","110.48K","-0.51%"
"29/12/2022","1.4749","1.4844","1.4903","1.4731","92.61K","-0.61%"
"28/12/2022","1.4839","1.4859","1.4884","1.4701","89.54K","-0.07%"
"27/12/2022","1.4850","1.4869","1.4876","1.4755","104.81K","-0.09%"
"26/12/2022","1.4863","1.4921","1.4959","1.4857","4.81K","-0.13%"
"23/12/2022","1.4883","1.5004","1.5017","1.4867","120.91K","-0.76%"
"22/12/2022","1.4997","1.4912","1.5039","1.4774","116.12K","0.60%"
"21/12/2022","1.4908","1.4979","1.5025","1.4860","119.51K","-0.43%"
"20/12/2022","1.4972","1.4926","1.5088","1.4827","146.66K","0.33%"
"19/12/2022","1.4923","1.4896","1.4966","1.4851","119.90K","-0.23%"
"16/12/2022","1.4957","1.4920","1.4981","1.4844","105.37K","0.25%"
"15/12/2022","1.4919","1.4569","1.4979","1.4555","122.85K","2.42%"
"14/12/2022","1.4567","1.4590","1.4686","1.4530","127.78K","-0.14%"
"13/12/2022","1.4588","1.4827","1.4839","1.4504","113.67K","-1.57%"
"12/12/2022","1.4821","1.4699","1.4862","1.4692","103.28K","0.74%"
"09/12/2022","1.4712","1.4777","1.4828","1.4675","116.46K","-0.40%"
"08/12/2022","1.4771","1.4872","1.4930","1.4745","125.01K","-0.63%"
"07/12/2022","1.4865","1.4941","1.4998","1.4829","138.90K","-0.50%"
"06/12/2022","1.4939","1.4926","1.4969","1.4825","125.10K","0.07%"
"05/12/2022","1.4928","1.4701","1.4956","1.4596","128.79K","1.38%"
"02/12/2022","1.4725","1.4684","1.4830","1.4625","122.79K","0.32%"
"01/12/2022","1.4678","1.4739","1.4748","1.4608","148.63K","-0.37%"
"30/11/2022","1.4732","1.4953","1.4994","1.4703","133.56K","-1.45%"
"29/11/2022","1.4948","1.5040","1.5061","1.4815","109.36K","-0.55%"
"28/11/2022","1.5031","1.4850","1.5057","1.4844","108.21K","1.51%"
"25/11/2022","1.4808","1.4784","1.4881","1.4745","88.78K","0.18%"
"24/11/2022","1.4782","1.4856","1.4869","1.4752","85.98K","-0.47%"
"23/11/2022","1.4852","1.5040","1.5075","1.4838","90.96K","-1.24%"
"22/11/2022","1.5038","1.5147","1.5154","1.5031","103.63K","-0.64%"
"21/11/2022","1.5135","1.4978","1.5187","1.4952","118.85K","0.99%"
"18/11/2022","1.4986","1.4959","1.5013","1.4856","122.37K","0.15%"
"17/11/2022","1.4963","1.4846","1.5075","1.4810","131.61K","0.88%"
"16/11/2022","1.4832","1.4815","1.4882","1.4719","136.05K","0.24%"
"15/11/2022","1.4797","1.4921","1.4959","1.4710","144.04K","-0.89%"
"14/11/2022","1.4930","1.4920","1.5010","1.4869","133.79K","0.09%"
"11/11/2022","1.4916","1.5108","1.5204","1.4887","123.57K","-1.27%"
"10/11/2022","1.5108","1.5551","1.5660","1.5078","121.09K","-2.82%"
"09/11/2022","1.5547","1.5375","1.5591","1.5330","111.96K","1.13%"
"08/11/2022","1.5373","1.5435","1.5520","1.5261","115.29K","-0.38%"
"07/11/2022","1.5432","1.5580","1.5623","1.5404","135.57K","-0.19%"
"04/11/2022","1.5461","1.5901","1.5913","1.5423","129.99K","-2.77%"
"03/11/2022","1.5901","1.5742","1.5945","1.5692","111.93K","1.04%"
"02/11/2022","1.5738","1.5635","1.5756","1.5402","112.94K","0.68%"
"01/11/2022","1.5632","1.5626","1.5683","1.5468","116.19K","0.04%"
"31/10/2022","1.5625","1.5606","1.5705","1.5554","117.27K","0.21%"
"28/10/2022","1.5593","1.5502","1.5653","1.5431","115.99K","0.59%"
"27/10/2022","1.5501","1.5389","1.5564","1.5328","137.13K","0.74%"
"26/10/2022","1.5387","1.5643","1.5694","1.5356","121.13K","-1.59%"
"25/10/2022","1.5635","1.5842","1.5867","1.5592","114.58K","-1.25%"
"24/10/2022","1.5833","1.5680","1.5945","1.5596","144.08K","1.00%"
"21/10/2022","1.5676","1.5934","1.6103","1.5640","122.38K","-1.54%"
"20/10/2022","1.5921","1.5947","1.6058","1.5730","138.80K","-0.14%"
"19/10/2022","1.5944","1.5848","1.5998","1.5806","130.90K","0.64%"
"18/10/2022","1.5843","1.5896","1.5961","1.5772","145.05K","-0.31%"
"17/10/2022","1.5893","1.6144","1.6151","1.5841","123.78K","-1.49%"
"14/10/2022","1.6134","1.5876","1.6145","1.5753","159.31K","1.68%"
"13/10/2022","1.5868","1.5930","1.6208","1.5828","137.26K","-0.38%"
"12/10/2022","1.5929","1.5944","1.6039","1.5874","144.81K","-0.09%"
"11/10/2022","1.5944","1.5863","1.6009","1.5755","146.86K","0.54%"
"10/10/2022","1.5858","1.5682","1.5938","1.5656","134.21K","1.01%"
"07/10/2022","1.5699","1.5618","1.5739","1.5543","103.54K","0.62%"
"06/10/2022","1.5603","1.5412","1.5654","1.5286","140.74K","1.23%"
"05/10/2022","1.5413","1.5379","1.5585","1.5320","134.62K","0.26%"
"04/10/2022","1.5373","1.5345","1.5504","1.5270","125.05K","0.19%"
"03/10/2022","1.5344","1.5601","1.5627","1.5331","131.30K","-1.70%"
"30/09/2022","1.5610","1.5383","1.5650","1.5326","130.03K","1.48%"
"29/09/2022","1.5382","1.5332","1.5540","1.5321","132.01K","0.35%"
"28/09/2022","1.5328","1.5538","1.5717","1.5311","146.56K","-1.35%"
"27/09/2022","1.5538","1.5492","1.5592","1.5351","142.79K","0.36%"
"26/09/2022","1.5482","1.5339","1.5536","1.5292","147.75K","1.08%"
"23/09/2022","1.5316","1.5049","1.5359","1.5023","125.85K","1.82%"
"22/09/2022","1.5042","1.5083","1.5213","1.4989","143.12K","-0.23%"
"21/09/2022","1.5076","1.4943","1.5103","1.4912","118.92K","0.86%"
"20/09/2022","1.4948","1.4864","1.4979","1.4818","108.86K","0.56%"
"19/09/2022","1.4865","1.4903","1.4988","1.4848","97.80K","-0.08%"
"16/09/2022","1.4877","1.4918","1.4994","1.4869","103.66K","-0.26%"
"15/09/2022","1.4916","1.4818","1.4936","1.4768","105.77K","0.68%"
"14/09/2022","1.4815","1.4857","1.4916","1.4790","127.10K","-0.28%"
"13/09/2022","1.4857","1.4514","1.4868","1.4456","106.96K","2.35%"
"12/09/2022","1.4516","1.4604","1.4704","1.4491","83.00K","-0.66%"
"09/09/2022","1.4613","1.4812","1.4823","1.4538","112.96K","-1.33%"
"08/09/2022","1.4810","1.4772","1.4897","1.4762","125.34K","0.26%"
"07/09/2022","1.4771","1.4847","1.4930","1.4770","115.73K","-0.49%"
"06/09/2022","1.4843","1.4714","1.4865","1.4633","132.74K","0.89%"
"05/09/2022","1.4712","1.4690","1.4767","1.4683","84.58K","0.25%"
"02/09/2022","1.4676","1.4732","1.4754","1.4585","109.15K","-0.35%"
"01/09/2022","1.4728","1.4617","1.4770","1.4602","128.33K","0.75%"
"31/08/2022","1.4618","1.4594","1.4632","1.4481","117.18K","0.18%"
"30/08/2022","1.4592","1.4484","1.4609","1.4373","146.63K","0.76%"
"29/08/2022","1.4482","1.4499","1.4620","1.4436","107.84K","-0.19%"
"26/08/2022","1.4510","1.4330","1.4519","1.4264","115.97K","1.29%"
"25/08/2022","1.4325","1.4472","1.4493","1.4300","116.48K","-1.02%"
"24/08/2022","1.4472","1.4431","1.4538","1.4423","102.33K","0.32%"
"23/08/2022","1.4426","1.4540","1.4587","1.4358","109.49K","-0.79%"
"22/08/2022","1.4541","1.4558","1.4575","1.4429","123.50K","-0.01%"
"19/08/2022","1.4543","1.4451","1.4581","1.4447","113.84K","0.64%"
"18/08/2022","1.4451","1.4428","1.4496","1.4344","118.89K","0.20%"
"17/08/2022","1.4422","1.4242","1.4471","1.4229","118.12K","1.31%"
"16/08/2022","1.4235","1.4239","1.4305","1.4202","100.55K","-0.01%"
"15/08/2022","1.4237","1.4050","1.4264","1.4028","90.07K","1.41%"
"12/08/2022","1.4039","1.4075","1.4115","1.4026","97.20K","-0.24%"
"11/08/2022","1.4073","1.4126","1.4159","1.4010","105.82K","-0.35%"
"10/08/2022","1.4122","1.4358","1.4397","1.4064","106.29K","-1.62%"
"09/08/2022","1.4355","1.4310","1.4383","1.4295","95.16K","0.34%"
"08/08/2022","1.4306","1.4468","1.4498","1.4264","82.46K","-1.13%"
"05/08/2022","1.4470","1.4347","1.4558","1.4335","107.88K","0.89%"
"04/08/2022","1.4343","1.4401","1.4421","1.4304","108.20K","-0.33%"
"03/08/2022","1.4391","1.4451","1.4523","1.4375","107.17K","-0.39%"
"02/08/2022","1.4447","1.4237","1.4467","1.4217","133.41K","1.49%"
"01/08/2022","1.4235","1.4322","1.4356","1.4188","116.02K","-0.54%"
"29/07/2022","1.4312","1.4314","1.4471","1.4219","95.78K","-0.03%"
"28/07/2022","1.4316","1.4302","1.4379","1.4255","111.04K","0.14%"
"27/07/2022","1.4296","1.4413","1.4469","1.4259","99.13K","-0.78%"
"26/07/2022","1.4409","1.4386","1.4448","1.4318","109.37K","0.22%"
"25/07/2022","1.4378","1.4423","1.4536","1.4354","115.40K","-0.40%"
"22/07/2022","1.4436","1.4428","1.4509","1.4330","97.49K","0.06%"
"21/07/2022","1.4428","1.4520","1.4581","1.4412","121.98K","-0.61%"
"20/07/2022","1.4516","1.4496","1.4551","1.4427","116.05K","0.16%"
"19/07/2022","1.4493","1.4682","1.4703","1.4465","100.15K","-1.25%"
"18/07/2022","1.4676","1.4733","1.4745","1.4587","101.12K","-0.27%"
"15/07/2022","1.4715","1.4817","1.4884","1.4690","111.43K","-0.69%"
"14/07/2022","1.4817","1.4790","1.4968","1.4730","132.52K","0.22%"
"13/07/2022","1.4784","1.4800","1.4870","1.4696","126.91K","-0.07%"
"12/07/2022","1.4795","1.4855","1.4902","1.4748","116.79K","-0.34%"
"11/07/2022","1.4846","1.4579","1.4896","1.4572","113.28K","1.83%"
"08/07/2022","1.4579","1.4625","1.4726","1.4545","124.15K","-0.29%"
"07/07/2022","1.4622","1.4758","1.4786","1.4600","119.59K","-0.91%"
"06/07/2022","1.4756","1.4699","1.4790","1.4647","135.64K","0.42%"
"05/07/2022","1.4695","1.4566","1.4791","1.4501","137.87K","0.89%"
"04/07/2022","1.4565","1.4679","1.4721","1.4514","102.71K","-0.72%"
"01/07/2022","1.4671","1.4487","1.4786","1.4480","96.93K","1.29%"
"30/06/2022","1.4484","1.4529","1.4593","1.4450","120.45K","-0.31%"
"29/06/2022","1.4529","1.4475","1.4574","1.4448","108.33K","0.38%"
"28/06/2022","1.4474","1.4447","1.4484","1.4356","115.56K","0.25%"
"27/06/2022","1.4438","1.4406","1.4478","1.4369","108.13K","0.35%"
"24/06/2022","1.4388","1.4508","1.4520","1.4371","116.82K","-0.85%"
"23/06/2022","1.4512","1.4440","1.4560","1.4431","127.63K","0.54%"
"22/06/2022","1.4434","1.4345","1.4534","1.4339","105.16K","0.61%"
"21/06/2022","1.4347","1.4389","1.4423","1.4297","104.80K","-0.24%"
"20/06/2022","1.4382","1.4444","1.4463","1.4292","89.84K","-0.20%"
"17/06/2022","1.4411","1.4191","1.4499","1.4176","141.08K","1.57%"
"16/06/2022","1.4188","1.4280","1.4403","1.4144","134.69K","-0.63%"
"15/06/2022","1.4278","1.4558","1.4568","1.4235","125.68K","-1.90%"
"14/06/2022","1.4554","1.4442","1.4598","1.4344","122.97K","0.79%"
"13/06/2022","1.4440","1.4205","1.4470","1.4172","108.33K","1.85%"
"10/06/2022","1.4178","1.4089","1.4212","1.4007","102.94K","0.65%"
"09/06/2022","1.4086","1.3903","1.4098","1.3892","94.42K","1.34%"
"08/06/2022","1.3900","1.3820","1.3937","1.3819","95.04K","0.51%"
"07/06/2022","1.3829","1.3902","1.3973","1.3799","88.25K","-0.51%"
"06/06/2022","1.3900","1.3872","1.3915","1.3827","71.34K","0.19%"
"03/06/2022","1.3873","1.3765","1.3887","1.3729","56.52K","0.81%"
"02/06/2022","1.3761","1.3935","1.4005","1.3754","75.06K","-1.25%"
"01/06/2022","1.3935","1.3936","1.3976","1.3829","81.64K","0.00%"
"31/05/2022","1.3935","1.3893","1.3988","1.3880","87.48K","0.33%"
"30/05/2022","1.3889","1.3975","1.3988","1.3888","63.38K","-0.53%"
"27/05/2022","1.3963","1.4089","1.4106","1.3951","85.63K","-0.87%"
"26/05/2022","1.4085","1.4110","1.4171","1.4063","90.49K","-0.06%"
"25/05/2022","1.4094","1.4077","1.4216","1.4044","108.79K","0.13%"
"24/05/2022","1.4075","1.4067","1.4171","1.4057","118.90K","0.03%"
"23/05/2022","1.4071","1.4176","1.4204","1.4028","104.03K","-1.01%"
"20/05/2022","1.4215","1.4184","1.4282","1.4135","115.71K","0.26%"
"19/05/2022","1.4178","1.4378","1.4385","1.4137","132.39K","-1.36%"
"18/05/2022","1.4374","1.4227","1.4391","1.4188","110.43K","1.06%"
"17/05/2022","1.4223","1.4346","1.4354","1.4202","112.58K","-0.84%"
"16/05/2022","1.4343","1.4434","1.4552","1.4320","116.32K","-0.44%"
"13/05/2022","1.4407","1.4585","1.4592","1.4405","95.98K","-1.17%"
"12/05/2022","1.4577","1.4413","1.4645","1.4379","123.32K","1.15%"
"11/05/2022","1.4411","1.4414","1.4435","1.4174","118.16K","0.01%"
"10/05/2022","1.4409","1.4378","1.4472","1.4311","128.82K","0.24%"
"09/05/2022","1.4374","1.4129","1.4400","1.4114","110.25K","1.76%"
"06/05/2022","1.4126","1.4061","1.4167","1.4013","116.35K","0.48%"
"05/05/2022","1.4059","1.3772","1.4131","1.3760","112.27K","2.12%"
"04/05/2022","1.3767","1.4094","1.4108","1.3762","93.06K","-2.31%"
"03/05/2022","1.4092","1.4182","1.4191","1.3989","96.51K","-0.63%"
"02/05/2022","1.4182","1.4139","1.4226","1.4117","74.54K","0.20%"
"29/04/2022","1.4154","1.4098","1.4169","1.3926","111.96K","0.44%"
"28/04/2022","1.4092","1.4034","1.4175","1.3960","101.41K","0.45%"
"27/04/2022","1.4029","1.4039","1.4084","1.3905","106.26K","-0.04%"
"26/04/2022","1.4035","1.3931","1.4048","1.3831","111.08K","0.75%"
"25/04/2022","1.3931","1.3757","1.4016","1.3757","112.65K","0.86%"
"22/04/2022","1.3812","1.3561","1.3823","1.3550","83.04K","1.89%"
"21/04/2022","1.3556","1.3423","1.3579","1.3407","99.63K","1.01%"
"20/04/2022","1.3421","1.3559","1.3569","1.3407","91.07K","-1.06%"
"19/04/2022","1.3565","1.3609","1.3615","1.3511","88.00K","-0.29%"
"18/04/2022","1.3604","1.3514","1.3620","1.3502","58.67K","0.66%"
"15/04/2022","1.3515","1.3479","1.3531","1.3465","34.71K","0.30%"
"14/04/2022","1.3475","1.3428","1.3520","1.3388","96.00K","0.43%"
"13/04/2022","1.3417","1.3407","1.3529","1.3376","94.41K","0.10%"
"12/04/2022","1.3403","1.3477","1.3517","1.3343","79.52K","-0.58%"
"11/04/2022","1.3481","1.3434","1.3489","1.3394","67.11K","0.53%"
"08/04/2022","1.3410","1.3368","1.3467","1.3344","72.08K","0.32%"
"07/04/2022","1.3367","1.3308","1.3393","1.3298","67.54K","0.45%"
"06/04/2022","1.3307","1.3196","1.3358","1.3167","76.35K","0.86%"
"05/04/2022","1.3193","1.3258","1.3272","1.3051","68.48K","-0.48%"
"04/04/2022","1.3256","1.3348","1.3365","1.3232","73.19K","-0.57%"
"01/04/2022","1.3332","1.3364","1.3385","1.3289","91.45K","-0.25%"
"31/03/2022","1.3365","1.3318","1.3388","1.3287","81.69K","0.38%"
"30/03/2022","1.3314","1.3321","1.3331","1.3267","79.06K","0.05%"
"29/03/2022","1.3308","1.3350","1.3412","1.3299","101.82K","-0.32%"
"28/03/2022","1.3351","1.3310","1.3393","1.3261","77.05K","0.32%"
"25/03/2022","1.3308","1.3310","1.3343","1.3266","67.33K","0.00%"
"24/03/2022","1.3308","1.3337","1.3395","1.3283","63.73K","-0.17%"
"23/03/2022","1.3330","1.3388","1.3424","1.3320","80.53K","-0.44%"
"22/03/2022","1.3389","1.3512","1.3559","1.3383","77.72K","-0.90%"
"21/03/2022","1.3510","1.3510","1.3562","1.3467","77.94K","0.18%"
"18/03/2022","1.3486","1.3558","1.3587","1.3479","63.37K","-0.50%"
