"Date","Price","Open","High","Low","Vol.","Change %"
"25/12/2024","1.6018","1.6020","1.6056","1.6006","","-0.05%"
"24/12/2024","1.6026","1.6004","1.6068","1.5990","","0.18%"
"23/12/2024","1.5997","1.5959","1.6081","1.5947","","0.00%"
"20/12/2024","1.5997","1.6026","1.6093","1.5935","","-0.16%"
"19/12/2024","1.6023","1.6084","1.6134","1.5958","","-0.35%"
"18/12/2024","1.6080","1.5778","1.6094","1.5770","","1.95%"
"17/12/2024","1.5773","1.5698","1.5796","1.5677","","0.52%"
"16/12/2024","1.5691","1.5724","1.5761","1.5664","","-0.13%"
"13/12/2024","1.5711","1.5703","1.5745","1.5665","","0.08%"
"12/12/2024","1.5699","1.5702","1.5722","1.5551","","0.02%"
"11/12/2024","1.5696","1.5679","1.5784","1.5648","","0.14%"
"10/12/2024","1.5674","1.5528","1.5712","1.5520","","0.97%"
"09/12/2024","1.5523","1.5646","1.5678","1.5450","","-0.81%"
"06/12/2024","1.5649","1.5498","1.5694","1.5488","","1.01%"
"05/12/2024","1.5492","1.5553","1.5575","1.5491","","-0.34%"
"04/12/2024","1.5545","1.5419","1.5629","1.5410","","0.87%"
"03/12/2024","1.5411","1.5447","1.5493","1.5372","","-0.18%"
"02/12/2024","1.5439","1.5345","1.5522","1.5321","","0.57%"
"29/11/2024","1.5352","1.5387","1.5404","1.5317","","-0.21%"
"28/11/2024","1.5385","1.5392","1.5441","1.5360","","-0.01%"
"27/11/2024","1.5387","1.5445","1.5472","1.5380","","-0.36%"
"26/11/2024","1.5442","1.5376","1.5543","1.5364","","0.47%"
"25/11/2024","1.5370","1.5372","1.5417","1.5265","","-0.07%"
"22/11/2024","1.5380","1.5358","1.5455","1.5332","","0.16%"
"21/11/2024","1.5356","1.5380","1.5393","1.5305","","-0.07%"
"20/11/2024","1.5366","1.5309","1.5423","1.5278","","0.37%"
"19/11/2024","1.5309","1.5366","1.5429","1.5303","","-0.37%"
"18/11/2024","1.5366","1.5478","1.5509","1.5357","","-0.69%"
"15/11/2024","1.5473","1.5497","1.5524","1.5427","","-0.12%"
"14/11/2024","1.5492","1.5411","1.5528","1.5389","","0.48%"
"13/11/2024","1.5418","1.5303","1.5434","1.5275","","0.74%"
"12/11/2024","1.5305","1.5211","1.5354","1.5192","","0.64%"
"11/11/2024","1.5207","1.5166","1.5240","1.5147","","0.15%"
"08/11/2024","1.5184","1.4983","1.5250","1.4966","","1.44%"
"07/11/2024","1.4968","1.5224","1.5236","1.4950","","-1.63%"
"06/11/2024","1.5216","1.5065","1.5358","1.5047","","1.04%"
"05/11/2024","1.5060","1.5185","1.5202","1.5054","","-0.83%"
"04/11/2024","1.5186","1.5201","1.5216","1.5105","","-0.37%"
"01/11/2024","1.5242","1.5192","1.5260","1.5169","","0.32%"
"31/10/2024","1.5193","1.5216","1.5293","1.5186","","-0.14%"
"30/10/2024","1.5214","1.5243","1.5300","1.5158","","-0.18%"
"29/10/2024","1.5242","1.5190","1.5280","1.5181","","0.36%"
"28/10/2024","1.5188","1.5109","1.5202","1.5085","","0.32%"
"25/10/2024","1.5140","1.5059","1.5151","1.5044","","0.54%"
"24/10/2024","1.5058","1.5074","1.5105","1.5010","","-0.09%"
"23/10/2024","1.5072","1.4964","1.5120","1.4942","","0.71%"
"22/10/2024","1.4966","1.5018","1.5038","1.4935","","-0.33%"
"21/10/2024","1.5015","1.4907","1.5031","1.4870","","0.72%"
"18/10/2024","1.4908","1.4933","1.4947","1.4880","","-0.16%"
"17/10/2024","1.4932","1.5000","1.5019","1.4899","","-0.43%"
"16/10/2024","1.4997","1.4917","1.5021","1.4905","","0.56%"
"15/10/2024","1.4914","1.4868","1.4931","1.4850","","0.33%"
"14/10/2024","1.4865","1.4842","1.4922","1.4813","","0.35%"
"11/10/2024","1.4813","1.4838","1.4873","1.4792","","-0.11%"
"10/10/2024","1.4830","1.4877","1.4903","1.4828","","-0.36%"
"09/10/2024","1.4883","1.4823","1.4911","1.4788","","0.45%"
"08/10/2024","1.4817","1.4798","1.4893","1.4770","","0.14%"
"07/10/2024","1.4797","1.4688","1.4832","1.4678","","0.61%"
"04/10/2024","1.4708","1.4619","1.4739","1.4591","","0.62%"
"03/10/2024","1.4618","1.4528","1.4642","1.4514","","0.66%"
"02/10/2024","1.4522","1.4529","1.4547","1.4457","","-0.03%"
"01/10/2024","1.4526","1.4470","1.4587","1.4417","","0.42%"
"30/09/2024","1.4465","1.4467","1.4504","1.4403","","-0.14%"
"27/09/2024","1.4486","1.4502","1.4562","1.4412","","-0.10%"
"26/09/2024","1.4501","1.4655","1.4667","1.4481","","-1.04%"
"25/09/2024","1.4654","1.4509","1.4668","1.4473","","0.99%"
"24/09/2024","1.4510","1.4623","1.4677","1.4505","","-0.77%"
"23/09/2024","1.4622","1.4703","1.4724","1.4589","","-0.47%"
"20/09/2024","1.4691","1.4675","1.4744","1.4642","","0.14%"
"19/09/2024","1.4671","1.4784","1.4844","1.4619","","-0.75%"
"18/09/2024","1.4782","1.4800","1.4833","1.4661","","-0.14%"
"17/09/2024","1.4802","1.4810","1.4836","1.4771","","-0.05%"
"16/09/2024","1.4810","1.4888","1.4936","1.4805","","-0.71%"
"13/09/2024","1.4916","1.4877","1.4945","1.4850","","0.28%"
"12/09/2024","1.4874","1.4983","1.5023","1.4867","","-0.71%"
"11/09/2024","1.4981","1.5025","1.5103","1.4978","","-0.33%"
"10/09/2024","1.5031","1.5013","1.5059","1.4976","","0.12%"
"09/09/2024","1.5013","1.5002","1.5044","1.4948","","0.15%"
"06/09/2024","1.4990","1.4842","1.5019","1.4775","","1.04%"
"05/09/2024","1.4835","1.4870","1.4897","1.4832","","-0.24%"
"04/09/2024","1.4870","1.4899","1.4958","1.4814","","-0.16%"
"03/09/2024","1.4894","1.4724","1.4910","1.4719","","1.16%"
"02/09/2024","1.4723","1.4766","1.4802","1.4716","","-0.40%"
"30/08/2024","1.4782","1.4712","1.4814","1.4667","","0.50%"
"29/08/2024","1.4708","1.4739","1.4750","1.4652","","-0.19%"
"28/08/2024","1.4736","1.4721","1.4784","1.4676","","0.10%"
"27/08/2024","1.4721","1.4767","1.4792","1.4714","","-0.31%"
"26/08/2024","1.4767","1.4737","1.4780","1.4710","","0.34%"
"23/08/2024","1.4717","1.4915","1.4924","1.4708","","-1.31%"
"22/08/2024","1.4912","1.4825","1.4934","1.4806","","0.58%"
"21/08/2024","1.4826","1.4826","1.4857","1.4790","","0.03%"
"20/08/2024","1.4821","1.4857","1.4897","1.4814","","-0.21%"
"19/08/2024","1.4852","1.4994","1.5013","1.4849","","-0.91%"
"16/08/2024","1.4988","1.5122","1.5136","1.4988","","-0.89%"
"15/08/2024","1.5122","1.5160","1.5220","1.5071","","-0.24%"
"14/08/2024","1.5158","1.5075","1.5163","1.5052","","0.59%"
"13/08/2024","1.5069","1.5181","1.5202","1.5063","","-0.72%"
"12/08/2024","1.5179","1.5198","1.5234","1.5137","","-0.23%"
"09/08/2024","1.5214","1.5169","1.5232","1.5137","","0.30%"
"08/08/2024","1.5168","1.5340","1.5370","1.5164","","-1.06%"
"07/08/2024","1.5330","1.5345","1.5364","1.5206","","0.00%"
"06/08/2024","1.5330","1.5389","1.5453","1.5286","","-0.36%"
"05/08/2024","1.5385","1.5348","1.5753","1.5319","","0.17%"
"02/08/2024","1.5359","1.5382","1.5419","1.5271","","-0.14%"
"01/08/2024","1.5380","1.5291","1.5412","1.5242","","0.61%"
"31/07/2024","1.5286","1.5297","1.5436","1.5253","","-0.05%"
"30/07/2024","1.5293","1.5269","1.5319","1.5236","","0.17%"
"29/07/2024","1.5267","1.5261","1.5330","1.5221","","-0.02%"
"26/07/2024","1.5270","1.5294","1.5303","1.5221","","-0.14%"
"25/07/2024","1.5291","1.5196","1.5353","1.5191","","0.65%"
"24/07/2024","1.5193","1.5116","1.5204","1.5111","","0.52%"
"23/07/2024","1.5115","1.5049","1.5128","1.5044","","0.43%"
"22/07/2024","1.5051","1.4945","1.5080","1.4918","","0.60%"
"19/07/2024","1.4961","1.4912","1.4970","1.4903","","0.34%"
"18/07/2024","1.4910","1.4861","1.4932","1.4826","","0.39%"
"17/07/2024","1.4852","1.4851","1.4880","1.4802","","0.03%"
"16/07/2024","1.4848","1.4793","1.4895","1.4781","","0.39%"
"15/07/2024","1.4791","1.4747","1.4812","1.4725","","0.36%"
"12/07/2024","1.4738","1.4793","1.4809","1.4716","","-0.36%"
"11/07/2024","1.4791","1.4819","1.4830","1.4706","","-0.19%"
"10/07/2024","1.4819","1.4835","1.4856","1.4809","","-0.11%"
"09/07/2024","1.4835","1.4844","1.4874","1.4817","","-0.04%"
"08/07/2024","1.4841","1.4815","1.4856","1.4788","","0.19%"
"05/07/2024","1.4813","1.4863","1.4899","1.4807","","-0.31%"
"04/07/2024","1.4859","1.4914","1.4920","1.4854","","-0.37%"
"03/07/2024","1.4914","1.5002","1.5007","1.4848","","-0.55%"
"02/07/2024","1.4997","1.5015","1.5075","1.4989","","-0.09%"
"01/07/2024","1.5011","1.4997","1.5053","1.4950","","0.11%"
